時間,ツイート本文,いいね,リツイート,ID
2022-09-28 23:31:46+00:00,発売までもう少々お待ちください😆 https://t.co/thEIdNqdLi,2,0,1575267050746003456
2022-09-28 23:31:26+00:00,"ありがとうございます😭
是非楽しみにお待ちください😆 https://t.co/7ARpHXbzWT",1,0,1575266964833853440
2022-09-28 23:31:04+00:00,"あぁ、作れるようになったんですね！すごいです🤩
ありがとうございます！是非ご活用ください！ https://t.co/qYbSm60EKP",2,0,1575266874056507392
2022-09-28 23:30:26+00:00,"ありがとうございます😭
是非ご活用ください！！ https://t.co/nuD5lwcGss",3,0,1575266713867722752
2022-09-28 23:30:11+00:00,そう言っていただけて嬉しいです！！是非チェックしてみてください😆 https://t.co/AiZyKb14OD,1,0,1575266652366639104
2022-09-28 21:00:01+00:00,"昨日予約販売が開始した書籍の中身と出版の裏話についてお話しました。是非朝の通勤時、朝活のタイミングでお聴きいただければと思います。
https://t.co/KbAWvPvL6f
#Voicy",7,0,1575228862501355546
2022-09-28 12:18:43+00:00,"ありがとうございます🤩
楽しみにお待ちください！！ https://t.co/idCiWVV66x",4,0,1575097673119457280
2022-09-28 12:18:21+00:00,ありがとうございます😭 https://t.co/M2h2epy9Ig,2,0,1575097580437925888
2022-09-28 10:50:50+00:00,"🎁先行予約特典はこちらから🎁
https://t.co/D7ijATabm1",2,0,1575075555871199235
2022-09-28 10:50:50+00:00,"動画も是非チェックしてください☺️
https://t.co/1xyUxpJMi6",2,0,1575075553472032768
2022-09-28 10:47:45+00:00,"📗予約はこちらからです！📗
https://t.co/22JMGupSnA",6,0,1575074779824271360
2022-09-28 10:47:45+00:00,"【感謝】ついに書籍の予約販売開始！
5つの実践的なケーススタディをこなしながら、『Python×業務効率化』スキルを習得できる本が爆誕しました。

先行予約いただいた方限定で
なんと... 6つ目の教材を無料でプレゼント！

引用RTでコメントもらえるとめちゃ嬉しいです！
▼先行予約詳細はこちら▼ https://t.co/rF4O2z6996",66,11,1575074777580339200
2022-09-28 03:26:05+00:00,"⬇AI・機械学習学ぶならキカガクがおすすめです
https://t.co/9TWdzGLhbh",6,0,1574963630180745217
2022-09-28 03:24:16+00:00,"🎉初の100万回再生動画🎉
前職キカガクとのコラボ動画だったので嬉しい。
少しは集客に繋がったんじゃないかな。
それにしても、AI・機械学習を学びたい人はまだたくさんいるんですね。一時期の勢いから落ちたと勝手に思ってましたが、自分が業界から離れただけでしたね。 https://t.co/rjUsY2ENIz",31,3,1574963172041072641
2022-09-27 02:34:04+00:00,YouTubeを撮影し始めたら近所の小学校から太鼓の音が聞こえてきました☺️運動会の練習ですかね、頑張ってください😇 https://t.co/EY03sRs9CJ,6,0,1574588150772400128
2022-09-26 23:48:47+00:00,YouTube撮影するぞ〜って100回くらい思ってる。,13,0,1574546557147676672
2022-09-26 22:06:30+00:00,"【GASの素晴らしさ】
非エンジニアがPythonの次に学ぶべき言語はGAS（Google Apps Script）だと思っています。業務効率化にもってこいの言語ですし、環境構築不要だったりするのも初心者には魅力的。GASってなに？という方、GAS学んでみたかった！という方必聴です。
https://t.co/Z2XSyPdqVI",16,1,1574520816850837504
2022-09-26 03:58:45+00:00,非常に共感。いつからか土日も仕事する癖が染み付いてしまいました。最後にPC触らなかった日はいつだろうか... https://t.co/r3OJXahcWH,8,0,1574247075834781696
2022-09-25 21:54:08+00:00,"みんな大好き『業務効率化』についてお話しました。業務効率化→Python使おう、システム導入だ、となるのではなく、その大前提として必要なスキルがありますよねというお話です。
https://t.co/rxglxSxYUE",8,0,1574155317864468481
2022-09-25 13:42:38+00:00,やっぱ文章だけだと理解しにくいことでも、図が加わると理解度が増し、動画になるともっと理解度が増すんだよなぁ。,12,0,1574031627394875392
2022-09-24 13:40:26+00:00,"書籍発売までこのアイコンにします。
こんな可愛い顔立ちじゃないのに。 https://t.co/oM8AwmZPo6",8,0,1573668682932559873
2022-09-24 12:07:45+00:00,楽しみにお待ち下さい😆 https://t.co/Pj7cq4QnYc,1,0,1573645361293717505
2022-09-24 11:01:54+00:00,"ありがとうございます😭
そう言っていただけて嬉しいです☺️ https://t.co/dMjuNyDrQi",3,0,1573628790638407681
2022-09-24 08:44:44+00:00,そして、書籍発売まで赤髪のいまにゅとして、プロフィールを変更しようか検討中です。,3,0,1573594270468280322
2022-09-24 08:44:18+00:00,"パッと見、技術本っぽくないですよね。中身を見てもらえればわかるのですが、「難しそう！」という印象を少しでもなくすためのテイストに仕上がっています。
https://t.co/k45FYSazrS",9,0,1573594158824300544
2022-09-24 08:41:49+00:00,Puthonになってた😭😭ぷーさんみたい。,3,0,1573593534372126720
2022-09-24 08:39:48+00:00,11月上旬発売予定の書籍表紙が上がってきました。最初500ページくらいのボリュームになってしまったのをどうにか400ページほどに凝縮しました。マンガ、登場人物との対話を交えながら学んでいく形式で、わかりやすく、楽しく学べる一冊となっております。先行予約限定で豪華特典もあるのでお楽しみに。 https://t.co/FAfbgA1ful,76,13,1573593030082592773
2022-09-24 08:31:44+00:00,"学生の皆さん！！
多森兄貴が長期インターンを募集し始めたみたいですよ！！

興味のある方は是非連絡してみてください☺️ https://t.co/1QvMkhzYrs",4,0,1573590996017106944
2022-09-22 21:30:00+00:00,プログラミングできて良かったなと思う出来事があったのでお話しました。プログラミング学習者には是非聞いてほしい内容です。少しでも知ってる、少しでもできるだけでもプログラミングを活用できる領域は色々あるんです。HTML、CSS、JSの基礎ができて良かったです。https://t.co/VgjQX9k6aT,6,0,1573062080579735553
2022-09-22 04:46:32+00:00,"懐かしのお弁当🤣
覚えててくださって嬉しいです🙇‍♂️ https://t.co/vScxmNhR1O",5,0,1572809549454905344
2022-09-22 00:13:04+00:00,さすがです🤩🔥 https://t.co/f7Qx2ChCJE,4,0,1572740728735748097
2022-09-21 21:59:17+00:00,"今までオフライン・オンラインで多くの人にプログラミングをお伝えしてきたので、プログラミングが上達しやすい人の特徴や、挫折してしまう人の考え方とかがわかります。
https://t.co/PccMJhPKOk",9,0,1572707061238235137
2022-09-21 21:55:27+00:00,"ありがとうございます😭
作っていくしかないですね😆 https://t.co/hlgwFq28A1",2,0,1572706095629742080
2022-09-21 21:54:55+00:00,"100単語が区切りいいのですが、追加していく予定もあります😆
ご自身で拡張するのもありですね🔥 https://t.co/QuPJHbzdVs",2,0,1572705960485089280
2022-09-21 21:53:10+00:00,ありがとうございます！🤩 https://t.co/gz6u0i1eNW,3,0,1572705520515153921
2022-09-21 08:56:32+00:00,"『多要素認証』についての説明。
こんな感じでIT用語100個を解説した資料を作成して、配布しようか検討中です。作ってほしい！という方は是非リアクションお願いします。
おそらく400~500ページほどになると思います。 https://t.co/BAyH26uPYm",28,1,1572510074299613184
2022-09-21 08:53:56+00:00,"『データマート』についての説明。
説明はもちろんなのですが、図のわかりやすさ、見やすさにここまでこだわったIT用語解説はほとんどないと思う。Googleで検索してみれば一目瞭然。 https://t.co/4TILkC1XU0",26,0,1572509421447827457
2022-09-21 08:50:53+00:00,"参考までにいくつか作ってもらいました。
『DevOps』に関しての資料はこんな感じです。
端的でわかりやすい説明と、イメージがよりクリアになる図のおかげで理解力がめっちゃ深まると思います。 https://t.co/00dr4dQIhK",14,0,1572508654947143681
2022-09-21 08:45:38+00:00,"『よく聞くけど・よくわからないIT用語100選』という有料講座を絶賛作成中です。こちらは動画なのですが、テキストと図でわかりやすくまとめたverも作成しようか迷っています。ほしい人が多ければ作成しようと思うので、是非リツイート、リプで教えて下さい！
※テキストverは無料でプレゼントします！ https://t.co/xm74tHWJRT",122,53,1572507331849760768
2022-09-20 22:00:45+00:00,"Python以外にオススメの言語はありますか？という質問をよく頂くので、「業務効率化」「Webアプリ開発」「その他」の観点で学ぶべき言語について話しました。
個人的にはPythonとJavaScriptを押さえておけば困ることはないかなと思っています。
https://t.co/vhvNNZCFt6",16,1,1572345040441344001
2022-09-19 22:29:56+00:00,"よく質問いただく「副業でプログラミングはおすすめですか？」について私なりの考えを話しました。結論、収入目的の副業であれば、プログラミング以外の領域が良いです。私が思うオススメな副業領域についてもお話しましたので、副業を検討されている方はご視聴ください。
https://t.co/5xCAFBO6dF",13,1,1571989999251521536
